h3_index,lat,lon,reisezeit_stunden
8419691ffffffff,52.134768623081875,5.387506223662749,2.834404945373535
8425587ffffffff,48.6347815496085,107.34386688365556,15.011781692504883
8410a43ffffffff,54.77639436967871,43.71433246308148,9.7682466506958
845f29dffffffff,3.5279882772794293,-59.303046461084485,23.77342987060547
8424207ffffffff,47.381891387639115,100.57020471763492,19.73233985900879
84110dbffffffff,63.819837284891946,34.496598893274566,10.945415496826172
84b9ab1ffffffff,-30.711123675717747,135.5492432628585,28.82541847229004
84134d5ffffffff,61.67444282190127,-101.34019667618605,65.18307495117188
8400a29ffffffff,75.90042221338959,65.37469173289016,36.64716720581055
84b8033ffffffff,-28.965609058498654,128.95892946225385,41.79011535644531
84728e9ffffffff,-3.459323569711513,136.82566121363394,35.15498733520508
843da67ffffffff,27.252189578357783,75.15574409337084,14.00778579711914
8404927ffffffff,62.58218965689266,138.69443453370383,23.175966262817383
8407831ffffffff,76.84395603893452,-30.837677238055704,328.5310974121094
840e609ffffffff,55.50034471109057,-64.54842607475722,31.594518661499023
84298b9ffffffff,39.6539959909654,-118.73865498134019,15.750836372375488
84cfabbffffffff,-48.08605668605164,-73.50632910550064,28.499561309814453
8424e8dffffffff,40.96013208531069,108.65143776453421,15.87375545501709
8449b57ffffffff,17.21754504918735,-100.03130656392649,16.503786087036133
847ac9dffffffff,7.577359392604876,38.2146479192371,11.79177188873291
849cd2bffffffff,-6.2937254495942305,142.3677640931591,28.14366340637207
8480669ffffffff,-4.1867992052290814,-49.30781146380186,21.077613830566406
840eb2dffffffff,61.39907380293771,-99.01957519810477,48.65957260131836
8408a25ffffffff,59.741765384089085,14.43684275473171,5.385869979858398
84f0aabffffffff,-73.65134311662031,76.88197147557494,30.48126983642578
842591dffffffff,41.45107771089041,89.63780264498554,39.17061233520508
840ba33ffffffff,57.92946332535469,82.40024911551374,15.764759063720703
847a6dbffffffff,-2.6503902396839822,34.45596050558783,16.525840759277344
8442e49ffffffff,25.553580014808382,66.91802668250621,10.97152042388916
8452f55ffffffff,14.080030264114681,43.871295787343506,13.060494422912598
84555b3ffffffff,15.441057893527466,-7.628098068132274,15.390735626220703
8405b37ffffffff,68.8086148090499,117.53601583522843,21.08104705810547
84962c7ffffffff,-15.753690581709993,26.954630052460605,17.98697280883789
8452555ffffffff,17.035389496484562,48.772054369395995,22.618371963500977
841555bffffffff,61.38984423558443,123.70926439209657,36.26723098754883
